prompt,gold,split
will there be a marvel runaways season 2,True,train
is cow milk the same as breast milk,False,train
can you score off a kickoff in soccer,True,train
can a person die from drinking too much water,True,train
did the berlin wall go all around west berlin,False,train
is mr stark in captain america related to iron man,True,train
is the movie the matrix based on a book,False,train
can there be an economy without economic problem,False,train
did the movie dolores claiborne win any awards,True,train
did the cast of full house really go to hawaii,True,train
are bass pro shops and cabelas owned by the same company,True,train
do you have to pay for a warning ticket,False,train
can a world cup final go to penalties,True,train
in glee season 1 do they win sectionals,True,train
did the movie papillon win any academy awards,False,train
is qatar going to be the world cup host,True,train
has willie robertson from duck dynasty passed away,False,train
the truth in lending act regulates interest rates and the terms of loans,False,train
do they end up together in no strings attached,True,train
is washington dc a state in the united states,False,train
does a female blackbird have a yellow beak,False,train
is a stop sign considered a traffic control device,True,train
is switched at birth based on a real story,True,train
does alternative minimum tax apply to capital gains,True,train
is ryne sandberg in the hall of fame,True,train
is there a season six of once upon a time,True,train
are they making a season seven of once upon a time,True,train
are there parables in the gospel of john,False,train
will breast cyst go away on their own,True,train
does xbox 360 games play on xbox one,True,train
does the m train go to broadway junction,False,train
is mary a witch in mary and the witchs flower,True,train
are ipv6 unique local unicast addresses routable within and outside an organization,False,train
are there any hells angels in sons of anarchy,True,train
is cognitive therapy the same as cognitive behavioural therapy,False,train
can a catholic receive communion in an episcopal church,False,train
is need for speed the run open world,True,train
do any of the originals die in the originals,True,train
when does ned stark die in the show,True,train
will there be a 4th hunger games movie,True,train
was the empire state building the tallest in the world,True,train
are the words separation of church and state in the constitution,False,train
is there a second series of pan am,False,train
is chicago the movie based on a true story,True,train
does pete's dragon have a happy ending,True,train
is red lobster and olive garden owned by the same company,False,train
is alex cross trial part of the series,True,train
