prompt,gold
"An indoor barn is shown and a man is sitting on a horse. the gates

Choose the most appropriate continuation:
0. open and the man flies out with is lasso chasing after a black and white calf.
1. begin to open and the horse walks out screaming.
2. opens and he starts running down a track.
3. open and the horse runs out, the man chases after the cattle and lassos the cattle onto a table.

Answer with only the number.
Answer:
",0
"The gates open and the man flies out with is lasso chasing after a black and white calf. the man

Choose the most appropriate continuation:
0. throws the rope and catches the calf, gets off, ties the cow up and returns back on top of the horse.
1. stands on a rock of rock and ties the calf up with a rope.
2. is running and jumping over large rocks, then finds another calf and ties it up to the ground.
3. trails after the calf and compares the size of the calf and how big the calf is.

Answer with only the number.
Answer:
",0
"Some texts pops up on the screen. A video of bulls being hurt by people starts playing. text

Choose the most appropriate continuation:
0. pops up on the screen again.
1. switches to clips of bulls running away from the camera.
2. shows up of a youtube video.
3. goes onto the screen that say something about feeding bulls and how to lift their horns.

Answer with only the number.
Answer:
",0
"More text with an anti bullfighting messages appear. Images of hurts bulls are shown. Anti animal cruelty text appears. a bull fighter

Choose the most appropriate continuation:
0. in a blue striped shirt is fighting and several images of bull fighters are shown.
1. lies down in the middle of a ring.
2. is shown fighting a bull.
3. tries to point a stick at the bull and as soon as he touches the bull he runs off and gets grabbed by another bull.

Answer with only the number.
Answer:
",2
"A woman is seen looking off in the distance who holds onto a harmonica. she

Choose the most appropriate continuation:
0. begins playing along to the music and blows into the guitar.
1. begins playing as well as singing on the instrument.
2. begins playing the harmonica while looking away from the camera.
3. begins playing with the instrument and singing along to it while stopping to blow the sticks and dance along.

Answer with only the number.
Answer:
",2
"A man and a woman wearing roller blades kneel facing each other on a basketball court. a dog

Choose the most appropriate continuation:
0. pushes a ball down a stairs.
1. runs by the man and woman.
2. does flips on the sand.
3. runs behind the couple while the two continue skating.

Answer with only the number.
Answer:
",1
"A man and a woman wearing roller blades kneel facing each other on a basketball court. A dog runs by the man and woman. The man and woman rise together. the man and woman

Choose the most appropriate continuation:
0. perform a paired roller blade routine.
1. swing the blades together.
2. break apart and hug.
3. repeat at the end.

Answer with only the number.
Answer:
",0
"An intro appears showing empty glasses, a card that say's ""audi polo challenge 2014"", an audi flag blowing in the wind, close up shots of a white horse, people with drinks, cars driving, polo riders getting on their horses, and a large group of people near and in a tent both standing and sitting. the polo match

Choose the most appropriate continuation:
0. is shown again, the winner of the event is a black horse, and the stands are filled with cheering fans.
1. begins and the men are riding on hroses that are going very fast as they all attempt to hit the ball with their sticks.
2. is shown again in slow motion, but the people are now sitting and riding off the field.
3. is a series of riders competing together and their opponents throwing balls around the racetrack.

Answer with only the number.
Answer:
",1
"The polo match begins and the men are riding on hroses that are going very fast as they all attempt to hit the ball with their sticks. there

Choose the most appropriate continuation:
0. are now six players on the field and they're all knocking three up on the field as they try to hit the ball out of the greens.
1. are a lot of celebrities and even royalty at this polo event and every now and then they are shown, and sometimes they are also interviewed.
2. 's a laptop screen showing what she is looking at and with the line of men playing polo as well as the ball on the balls the men are playing.
3. are also several jockeys lined up waiting to join the game and when they are finally able toyside they scatter and shake hands with some men standing at the front.

Answer with only the number.
Answer:
",1
"There are a lot of celebrities and even royalty at this polo event and every now and then they are shown, and sometimes they are also interviewed. between

Choose the most appropriate continuation:
0. the interviews the competing polo fans are seen talking with women and still images of them playing polo are shown.
1. matches the people all go out into the grass and put the patches of grass back into the holes that are missing them, and the polo game continues for another round.
2. interviews, the host appears in front of the table and sometimes she clips, then she doesn't do a thing, she's holding her composure to keep it together.
3. interviews, there's a photographer there and he puts in an offer and a recording of the event that he can use.

Answer with only the number.
Answer:
",1
